epoch,ms,label,quality,raw_rms,filt_rms,hum_pct,D_abs,T_abs,A_abs,B_abs,G_abs,D_rel,T_rel,A_rel,B_rel,G_rel,A_B_ratio,T_A_ratio
5902,5901620,Neutral,good,1333.3,3.0,0.0,2458.784,1152.067,1974.540,1831.253,1347.214,0.2806,0.1315,0.2253,0.2090,0.1537,1.078,0.583
5903,5902620,Neutral,good,1334.6,3.6,0.0,3536.612,7485.448,10757.560,8750.457,2639.912,0.1066,0.2257,0.3243,0.2638,0.0796,1.229,0.696
5904,5903620,Neutral,good,1333.7,3.4,0.0,1471.922,3152.022,3769.818,3809.006,746.914,0.1137,0.2434,0.2911,0.2941,0.0577,0.990,0.836
5905,5904620,Neutral,good,1333.6,3.0,0.0,3051.666,6687.869,5831.834,2126.067,1303.690,0.1606,0.3520,0.3069,0.1119,0.0686,2.743,1.147
5906,5905620,Neutral,good,1333.5,3.0,0.0,262.477,3288.022,2411.929,6553.393,1122.073,0.0192,0.2411,0.1769,0.4805,0.0823,0.368,1.363
5907,5906620,Neutral,good,1332.7,3.8,0.0,4492.680,5078.312,5702.392,3478.250,3097.551,0.2056,0.2324,0.2610,0.1592,0.1418,1.639,0.891
5908,5907620,Neutral,good,1333.4,3.6,0.0,9449.192,6745.250,6888.617,8488.729,2177.899,0.2800,0.1999,0.2041,0.2515,0.0645,0.812,0.979
5909,5908620,Neutral,good,1332.6,3.4,0.0,7535.640,23416.236,18715.729,3214.971,1155.420,0.1395,0.4333,0.3463,0.0595,0.0214,5.821,1.251
5910,5909620,Neutral,good,1332.5,3.5,0.0,2317.012,8794.963,9683.521,9682.569,1531.447,0.0724,0.2748,0.3025,0.3025,0.0478,1.000,0.908
5911,5910619,Neutral,good,1333.2,2.9,0.0,4687.230,2128.594,3165.414,3814.635,2416.977,0.2891,0.1313,0.1952,0.2353,0.1491,0.830,0.672
5912,5911619,Neutral,good,1333.0,3.7,0.0,11639.498,32202.654,13239.646,8786.436,3877.409,0.1669,0.4617,0.1898,0.1260,0.0556,1.507,2.432
5913,5912619,Neutral,good,1332.4,2.9,0.0,1347.047,3648.484,2811.826,3099.980,1199.408,0.1113,0.3014,0.2323,0.2561,0.0991,0.907,1.298
5914,5913619,Neutral,good,1332.4,3.1,0.0,2651.194,4526.131,3825.505,6967.942,3602.496,0.1229,0.2098,0.1773,0.3230,0.1670,0.549,1.183
5915,5914619,Neutral,good,1332.7,3.0,0.0,3076.943,2362.591,1574.829,4908.680,1210.149,0.2343,0.1799,0.1199,0.3738,0.0921,0.321,1.500
5916,5915619,Neutral,good,1332.7,3.0,0.0,2966.133,4521.053,3423.815,2352.786,1063.701,0.2070,0.3156,0.2390,0.1642,0.0742,1.455,1.320
5917,5916619,Neutral,good,1333.6,3.6,0.0,6246.979,4387.849,1839.315,7942.754,5824.694,0.2381,0.1672,0.0701,0.3027,0.2220,0.232,2.386
5918,5917619,Neutral,good,1332.6,3.1,0.0,8470.398,8402.685,2526.213,6498.050,932.475,0.3157,0.3132,0.0942,0.2422,0.0348,0.389,3.326
5919,5918619,Neutral,good,1331.7,3.1,0.0,75.338,333.798,1507.458,3509.886,976.349,0.0118,0.0521,0.2354,0.5482,0.1525,0.429,0.221
5920,5919619,Neutral,good,1332.2,2.6,0.0,3751.997,1716.668,175.755,3440.020,2998.351,0.3105,0.1421,0.0145,0.2847,0.2482,0.051,9.767
5921,5920619,Neutral,good,1332.4,3.0,0.0,8087.066,7167.742,4473.626,3176.162,1977.926,0.3250,0.2881,0.1798,0.1276,0.0795,1.409,1.602
5922,5921619,Neutral,good,1332.5,3.3,0.0,2048.491,634.010,256.914,2155.133,1765.421,0.2986,0.0924,0.0375,0.3142,0.2574,0.119,2.468
5923,5922619,Neutral,good,1332.3,3.5,0.0,12510.300,9135.133,3124.876,8593.367,3127.379,0.3428,0.2503,0.0856,0.2355,0.0857,0.364,2.923
5924,5923619,Neutral,good,1333.5,3.1,0.0,9924.387,4925.274,2453.448,3257.220,954.443,0.4613,0.2289,0.1140,0.1514,0.0444,0.753,2.007
5925,5924619,Neutral,good,1333.7,3.0,0.0,1152.648,717.797,5641.161,6436.459,1220.042,0.0760,0.0473,0.3719,0.4243,0.0804,0.876,0.127
5926,5925619,Neutral,good,1332.8,3.3,0.0,7706.829,4714.372,1728.864,1706.753,2853.330,0.4119,0.2520,0.0924,0.0912,0.1525,1.013,2.727
5927,5926618,Neutral,good,1332.7,3.3,0.0,1611.281,7875.005,8430.430,7076.582,1794.304,0.0602,0.2940,0.3147,0.2642,0.0670,1.191,0.934
5928,5927618,Neutral,good,1332.4,3.7,0.0,3736.541,1966.598,2325.543,2901.256,1961.838,0.2898,0.1525,0.1804,0.2250,0.1522,0.802,0.846
5929,5928618,Neutral,good,1332.7,3.1,0.0,16424.361,7841.015,2434.189,2461.541,1474.010,0.5361,0.2559,0.0795,0.0804,0.0481,0.989,3.221
5930,5929618,Neutral,good,1333.5,3.3,0.0,1101.490,1782.933,4879.489,15646.049,2998.720,0.0417,0.0675,0.1848,0.5925,0.1136,0.312,0.365
5931,5930618,Neutral,good,1334.2,3.9,0.0,15374.041,20908.930,10131.283,4920.158,7498.467,0.2613,0.3554,0.1722,0.0836,0.1275,2.059,2.064
5932,5931618,Neutral,good,1332.8,3.4,0.0,3069.673,2281.988,646.960,14263.931,2811.737,0.1330,0.0989,0.0280,0.6182,0.1219,0.045,3.527
5933,5932618,Neutral,good,1333.0,2.9,0.0,2556.068,1916.475,579.981,2135.729,521.394,0.3315,0.2486,0.0752,0.2770,0.0676,0.272,3.304
5934,5933618,Neutral,good,1333.4,3.5,0.0,1997.881,2134.812,255.478,803.490,443.971,0.3545,0.3788,0.0453,0.1426,0.0788,0.318,8.356
5935,5934618,Neutral,good,1333.2,3.3,0.0,1162.916,1269.815,1964.562,4019.992,1499.651,0.1173,0.1280,0.1981,0.4054,0.1512,0.489,0.646
5936,5935618,Neutral,good,1333.4,3.1,0.0,13157.124,2115.938,625.060,4577.783,1702.918,0.5932,0.0954,0.0282,0.2064,0.0768,0.137,3.385
5937,5936618,Neutral,good,1332.8,3.1,0.0,12708.346,3220.642,2754.453,7106.070,1857.413,0.4597,0.1165,0.0996,0.2570,0.0672,0.388,1.169
5938,5937618,Neutral,good,1332.5,3.5,0.0,1918.945,7657.267,7105.562,3605.348,387.889,0.0928,0.3704,0.3437,0.1744,0.0188,1.971,1.078
5939,5938618,Neutral,good,1333.0,3.6,0.0,3530.597,5899.587,6211.399,3012.736,3499.883,0.1594,0.2663,0.2804,0.1360,0.1580,2.062,0.950
5940,5939618,Neutral,good,1332.4,3.0,0.0,8054.275,2079.286,975.963,6891.680,656.577,0.4317,0.1114,0.0523,0.3694,0.0352,0.142,2.130
5941,5940618,Neutral,good,1333.0,3.3,0.0,16476.156,15158.761,14299.663,11575.705,2786.598,0.2733,0.2514,0.2372,0.1920,0.0462,1.235,1.060
5942,5941617,Neutral,good,1333.3,3.7,0.0,5387.133,8902.063,5283.830,4479.853,791.987,0.2168,0.3583,0.2127,0.1803,0.0319,1.179,1.685
5943,5942618,Neutral,good,1333.9,3.2,0.0,1234.772,1240.889,2632.015,7307.475,2372.664,0.0835,0.0839,0.1780,0.4942,0.1604,0.360,0.471
5944,5943617,Neutral,good,1333.4,3.3,0.0,8224.942,12777.712,11853.893,4081.286,2927.527,0.2063,0.3205,0.2973,0.1024,0.0734,2.904,1.078
5945,5944617,Neutral,good,1333.0,3.4,0.0,4729.850,3860.142,1194.857,3322.848,1095.334,0.3330,0.2718,0.0841,0.2340,0.0771,0.360,3.231
5946,5945617,Neutral,good,1333.4,2.6,0.0,5408.209,5604.343,2449.450,3853.048,1832.737,0.2824,0.2927,0.1279,0.2012,0.0957,0.636,2.288
5947,5946617,Neutral,good,1333.9,3.0,0.0,1326.961,1772.116,6079.571,3875.391,2079.208,0.0877,0.1171,0.4017,0.2561,0.1374,1.569,0.291
5948,5947617,Neutral,good,1333.7,3.2,0.0,3756.356,2014.156,3104.286,12757.333,4409.368,0.1442,0.0773,0.1192,0.4899,0.1693,0.243,0.649
5949,5948617,Neutral,good,1333.2,2.8,0.0,11895.553,10888.573,968.562,3933.494,612.266,0.4204,0.3848,0.0342,0.1390,0.0216,0.246,11.242
5950,5949617,Neutral,good,1332.8,3.4,0.0,3181.615,2113.027,2155.976,2926.671,1164.221,0.2757,0.1831,0.1868,0.2536,0.1009,0.737,0.980
5951,5950617,Neutral,good,1333.3,2.9,0.0,8973.098,5014.844,3519.913,2237.669,1209.764,0.4282,0.2393,0.1680,0.1068,0.0577,1.573,1.425
5952,5951617,Neutral,good,1333.1,3.0,0.0,1469.930,1118.448,1780.824,3004.058,934.514,0.1769,0.1346,0.2144,0.3616,0.1125,0.593,0.628
5953,5952617,Neutral,good,1332.9,2.9,0.0,1150.737,4568.224,7146.505,5729.351,1833.048,0.0563,0.2236,0.3498,0.2805,0.0897,1.247,0.639
5954,5953617,Neutral,good,1333.7,3.6,0.0,3820.690,2668.039,771.116,7126.046,975.738,0.2487,0.1737,0.0502,0.4639,0.0635,0.108,3.460
5955,5954617,Neutral,good,1333.0,3.1,0.0,9526.389,10009.283,4089.575,2548.250,1102.977,0.3493,0.3670,0.1499,0.0934,0.0404,1.605,2.448
5956,5955617,Neutral,good,1333.6,3.3,0.0,20638.193,10219.756,9017.028,10356.284,747.490,0.4048,0.2005,0.1769,0.2031,0.0147,0.871,1.133
5957,5956616,Neutral,good,1333.3,3.1,0.0,611.345,1355.611,2681.233,6824.718,879.514,0.0495,0.1097,0.2171,0.5525,0.0712,0.393,0.506
5958,5957616,Neutral,good,1333.5,3.0,0.0,664.716,1201.111,2269.958,1613.785,3266.600,0.0737,0.1332,0.2518,0.1790,0.3623,1.407,0.529
5959,5958616,Neutral,good,1333.8,3.2,0.0,5037.788,8201.222,2720.800,2966.083,921.373,0.2538,0.4132,0.1371,0.1494,0.0464,0.917,3.014
5960,5959616,Neutral,good,1333.9,2.8,0.0,831.228,1543.502,4129.589,2604.250,3479.360,0.0660,0.1226,0.3281,0.2069,0.2764,1.586,0.374
5961,5960616,Neutral,good,1333.3,2.9,0.0,5481.594,4066.975,4157.809,6469.769,2277.745,0.2441,0.1811,0.1852,0.2881,0.1014,0.643,0.978
5962,5961616,Neutral,good,1333.8,2.9,0.0,2556.025,2223.890,1255.659,3326.854,786.521,0.2519,0.2191,0.1237,0.3278,0.0775,0.377,1.771
5963,5962616,Neutral,good,1333.8,2.9,0.0,3875.862,3003.305,1745.804,1692.427,1354.255,0.3321,0.2573,0.1496,0.1450,0.1160,1.032,1.720
5964,5963616,Neutral,good,1333.0,3.6,0.0,9667.430,6612.926,7522.829,6880.952,1101.738,0.3041,0.2080,0.2367,0.2165,0.0347,1.093,0.879
5965,5964616,Neutral,good,1332.3,3.1,0.0,1294.457,257.079,550.238,4520.072,990.404,0.1700,0.0338,0.0723,0.5938,0.1301,0.122,0.467
5966,5965616,Neutral,good,1333.0,3.6,0.0,13560.995,4484.682,1772.748,1580.235,577.632,0.6171,0.2041,0.0807,0.0719,0.0263,1.122,2.530
5967,5966616,Neutral,good,1332.7,3.6,0.0,6411.210,7304.607,4175.023,4604.252,4023.401,0.2418,0.2755,0.1574,0.1736,0.1517,0.907,1.750
5968,5967616,Neutral,good,1333.3,2.7,0.0,854.382,1653.705,1196.981,2392.583,1704.263,0.1095,0.2120,0.1534,0.3067,0.2184,0.500,1.382
5969,5968616,Neutral,good,1333.1,2.8,0.0,387.829,2418.710,3629.605,11536.731,1715.137,0.0197,0.1229,0.1844,0.5860,0.0871,0.315,0.666
5970,5969616,Neutral,good,1334.0,3.1,0.0,5564.546,5159.783,6790.479,8175.417,3110.114,0.1932,0.1792,0.2358,0.2839,0.1080,0.831,0.760
5971,5970616,Neutral,good,1333.4,2.8,0.0,611.635,38.227,1766.005,4193.422,3689.885,0.0594,0.0037,0.1715,0.4072,0.3583,0.421,0.022
5972,5971616,Neutral,good,1334.2,2.2,0.0,6615.936,1701.541,583.799,484.607,2032.668,0.5794,0.1490,0.0511,0.0424,0.1780,1.205,2.915
5973,5972615,Neutral,good,1334.2,3.3,0.0,1793.834,2914.871,3313.639,10349.790,4912.394,0.0770,0.1252,0.1423,0.4445,0.2110,0.320,0.880
5974,5973615,Neutral,good,1334.2,3.1,0.0,1897.611,2944.619,1777.053,3773.364,2169.065,0.1511,0.2344,0.1415,0.3004,0.1727,0.471,1.657
5975,5974615,Neutral,good,1334.2,3.1,0.0,1368.962,1606.483,3974.304,5123.454,3470.498,0.0881,0.1034,0.2557,0.3296,0.2233,0.776,0.404
5976,5975615,Neutral,good,1334.3,3.6,0.0,8434.390,8959.894,2465.736,4901.104,3142.607,0.3023,0.3211,0.0884,0.1756,0.1126,0.503,3.634
5977,5976615,Neutral,good,1333.8,2.8,0.0,1482.462,788.758,2527.015,5230.941,620.316,0.1392,0.0741,0.2373,0.4912,0.0582,0.483,0.312
5978,5977615,Neutral,good,1333.8,3.3,0.0,1381.311,2929.722,4725.720,6784.999,2734.979,0.0744,0.1579,0.2547,0.3656,0.1474,0.696,0.620
5979,5978615,Neutral,good,1333.5,2.6,0.0,2210.902,2499.010,3987.524,10064.145,976.173,0.1120,0.1266,0.2020,0.5099,0.0495,0.396,0.627
5980,5979615,Neutral,good,1333.3,2.7,0.0,3982.346,1057.645,537.343,1111.740,426.406,0.5597,0.1486,0.0755,0.1562,0.0599,0.483,1.968
5981,5980615,Neutral,good,1333.4,3.4,0.0,40918.617,18928.055,5380.729,5495.691,1889.614,0.5635,0.2607,0.0741,0.0757,0.0260,0.979,3.518
5982,5981615,Neutral,good,1332.9,3.0,0.0,9272.030,846.892,1832.221,2776.178,1734.286,0.5633,0.0514,0.1113,0.1686,0.1054,0.660,0.462
5983,5982615,Neutral,good,1331.5,2.9,0.0,4574.658,6023.502,4710.846,1325.803,771.374,0.2628,0.3461,0.2706,0.0762,0.0443,3.553,1.279
5984,5983615,Neutral,good,1330.0,3.7,0.0,734.981,1824.366,4335.368,10660.225,1782.058,0.0380,0.0943,0.2242,0.5513,0.0922,0.407,0.421
5985,5984615,Neutral,good,1330.3,3.6,0.0,3203.364,2777.859,2985.361,21841.402,4077.707,0.0918,0.0796,0.0856,0.6261,0.1169,0.137,0.930
5986,5985615,Neutral,good,1330.7,3.2,0.0,3273.520,1432.124,1300.107,5998.816,4727.560,0.1956,0.0856,0.0777,0.3585,0.2825,0.217,1.102
5987,5986615,Neutral,good,1329.6,3.2,0.0,6114.189,4277.643,6054.363,6736.932,3267.970,0.2312,0.1617,0.2289,0.2547,0.1235,0.899,0.707
5988,5987615,Neutral,good,1329.8,3.9,0.0,17682.295,5354.929,6183.758,6093.990,4564.799,0.4434,0.1343,0.1551,0.1528,0.1145,1.015,0.866
5989,5988614,Neutral,good,1330.1,3.7,0.0,3345.969,3718.825,2764.686,973.813,2693.104,0.2479,0.2755,0.2048,0.0722,0.1995,2.839,1.345
5990,5989614,Neutral,good,1329.5,3.2,0.0,3081.756,3683.426,2078.897,1933.270,775.783,0.2667,0.3188,0.1799,0.1673,0.0671,1.075,1.772
5991,5990614,Neutral,good,1331.0,3.8,0.0,3186.814,1263.005,1693.509,5929.775,5079.409,0.1858,0.0736,0.0987,0.3457,0.2961,0.286,0.746
5992,5991614,Neutral,good,1331.4,3.1,0.0,1640.134,1184.332,3262.213,20028.906,2396.475,0.0575,0.0415,0.1144,0.7025,0.0841,0.163,0.363
5993,5992614,Neutral,good,1331.9,3.4,0.0,12740.054,3582.325,1369.183,6958.795,934.084,0.4980,0.1400,0.0535,0.2720,0.0365,0.197,2.616
5994,5993614,Neutral,good,1333.1,3.7,0.0,4187.412,7457.607,9913.990,6812.456,4381.012,0.1279,0.2277,0.3027,0.2080,0.1338,1.455,0.752
5995,5994614,Neutral,good,1332.5,3.5,0.0,3145.261,3693.604,2996.285,4297.125,4321.826,0.1704,0.2002,0.1624,0.2329,0.2342,0.697,1.233
5996,5995614,Neutral,good,1332.7,3.5,0.0,9068.082,4771.498,3095.637,3539.767,1243.026,0.4175,0.2197,0.1425,0.1630,0.0572,0.875,1.541
5997,5996614,Neutral,good,1332.6,2.8,0.0,496.475,3605.816,3519.842,1122.926,1972.643,0.0463,0.3364,0.3284,0.1048,0.1841,3.135,1.024
5998,5997614,Neutral,good,1333.2,3.1,0.0,2657.369,8974.274,10046.771,5618.487,2799.600,0.0883,0.2982,0.3338,0.1867,0.0930,1.788,0.893
5999,5998614,Neutral,good,1333.7,3.0,0.0,2417.204,1997.437,2516.556,3268.174,2319.116,0.1931,0.1596,0.2010,0.2611,0.1853,0.770,0.794
6000,5999614,Neutral,good,1332.9,3.0,0.0,6790.558,6018.901,2476.935,994.238,1198.305,0.3885,0.3444,0.1417,0.0569,0.0686,2.491,2.430
6001,6000614,Neutral,good,1334.9,3.3,0.0,2063.299,2361.943,1672.785,3887.626,4373.626,0.1437,0.1645,0.1165,0.2707,0.3046,0.430,1.412
6002,6001614,Neutral,good,1335.6,4.1,0.0,5463.443,556.662,863.995,3847.393,3942.275,0.3723,0.0379,0.0589,0.2622,0.2687,0.225,0.644
6003,6002614,Neutral,good,1333.4,4.0,0.0,8049.573,7853.934,8801.700,8034.978,2717.013,0.2270,0.2215,0.2482,0.2266,0.0766,1.095,0.892
6004,6003613,Neutral,good,1332.2,4.0,0.0,4903.360,7938.517,8422.257,3934.873,1330.907,0.1848,0.2992,0.3175,0.1483,0.0502,2.140,0.943
6005,6004613,Neutral,good,1333.9,3.0,0.0,774.356,1703.076,2344.956,3175.240,2545.642,0.0734,0.1615,0.2224,0.3012,0.2414,0.739,0.726
6006,6005613,Neutral,good,1333.6,3.0,0.0,6152.665,2161.639,9893.530,23248.645,745.707,0.1458,0.0512,0.2344,0.5509,0.0177,0.426,0.218
6007,6006613,Neutral,good,1333.8,3.5,0.0,866.041,1996.814,1684.232,8975.536,5021.733,0.0467,0.1077,0.0908,0.4840,0.2708,0.188,1.186
6008,6007613,Neutral,good,1329.3,4.9,0.0,7384.174,12016.040,3868.582,5482.798,2261.508,0.2381,0.3875,0.1247,0.1768,0.0729,0.706,3.106
6009,6008613,Neutral,good,1329.1,3.5,0.0,2808.894,2243.539,1854.686,2771.402,1089.915,0.2608,0.2083,0.1722,0.2574,0.1012,0.669,1.210
6010,6009613,Neutral,good,1330.2,3.6,0.0,5284.106,2034.598,1069.250,4771.440,1346.002,0.3643,0.1403,0.0737,0.3289,0.0928,0.224,1.903
6011,6010613,Neutral,good,1331.3,4.0,0.0,18634.236,7318.477,4740.755,5158.919,3454.094,0.4741,0.1862,0.1206,0.1312,0.0879,0.919,1.544
6012,6011613,Neutral,good,1330.1,3.2,0.0,2714.219,72.990,322.709,6574.380,1223.931,0.2488,0.0067,0.0296,0.6027,0.1122,0.049,0.226
6013,6012613,Neutral,good,1330.8,2.9,0.0,14419.243,4609.576,2374.917,4010.679,3237.073,0.5033,0.1609,0.0829,0.1400,0.1130,0.592,1.941
6014,6013613,Neutral,good,1331.0,3.8,0.0,3868.998,1994.356,9070.342,22701.684,3101.503,0.0950,0.0490,0.2227,0.5573,0.0761,0.400,0.220
6015,6014613,Neutral,good,1330.3,3.4,0.0,6064.572,2949.766,1226.651,1400.839,2418.830,0.4313,0.2098,0.0872,0.0996,0.1720,0.876,2.405
6016,6015613,Neutral,good,1331.5,3.3,0.0,11384.455,11517.972,10311.131,7264.870,1605.923,0.2705,0.2737,0.2450,0.1726,0.0382,1.419,1.117
6017,6016613,Neutral,good,1331.2,3.9,0.0,991.390,1412.788,3531.302,4365.772,2179.737,0.0794,0.1132,0.2829,0.3498,0.1746,0.809,0.400
6018,6017613,Neutral,good,1330.1,3.2,0.0,2132.351,546.928,2802.836,2719.582,1621.228,0.2171,0.0557,0.2853,0.2769,0.1650,1.031,0.195
6019,6018613,Neutral,good,1331.0,3.0,0.0,2486.237,5706.498,4832.737,2806.494,1289.874,0.1452,0.3333,0.2823,0.1639,0.0753,1.722,1.181
6020,6019613,Neutral,good,1330.4,3.6,0.0,2804.062,1264.133,1309.859,1635.171,2019.957,0.3104,0.1399,0.1450,0.1810,0.2236,0.801,0.965
6021,6020612,Neutral,good,1330.7,3.3,0.0,2715.483,3473.677,1991.751,4807.873,1623.783,0.1858,0.2377,0.1363,0.3290,0.1111,0.414,1.744
6022,6021612,Neutral,good,1331.3,4.0,0.0,388.162,502.116,1169.287,5447.200,1707.675,0.0421,0.0545,0.1269,0.5912,0.1853,0.215,0.429
6023,6022612,Neutral,good,1330.7,4.0,0.0,1103.248,1915.541,1042.448,8575.530,1765.327,0.0766,0.1330,0.0724,0.5954,0.1226,0.122,1.838
6024,6023612,Neutral,good,1331.2,3.2,0.0,8995.425,4598.246,1953.401,3512.034,2925.669,0.4092,0.2092,0.0889,0.1597,0.1331,0.556,2.354
6025,6024612,Neutral,good,1330.6,4.0,0.0,4244.292,14151.642,12538.213,4159.031,1085.355,0.1173,0.3912,0.3466,0.1150,0.0300,3.015,1.129
6026,6025612,Neutral,good,1331.3,4.5,0.0,18988.664,3012.778,3226.163,6617.078,2037.968,0.5604,0.0889,0.0952,0.1953,0.0601,0.488,0.934
6027,6026612,Neutral,good,1331.3,3.9,0.0,3453.285,5640.438,2245.540,4901.107,3122.448,0.1783,0.2913,0.1160,0.2531,0.1613,0.458,2.512
6028,6027612,Neutral,good,1332.3,3.5,0.0,1923.927,3335.813,2246.421,5150.743,1747.056,0.1336,0.2316,0.1560,0.3576,0.1213,0.436,1.485
6029,6028612,Neutral,good,1331.9,4.0,0.0,11332.126,674.818,1598.795,1740.307,1547.103,0.6708,0.0399,0.0946,0.1030,0.0916,0.919,0.422
6030,6029612,Neutral,good,1332.8,4.6,0.0,3128.229,668.801,4859.198,9860.330,5540.970,0.1300,0.0278,0.2020,0.4099,0.2303,0.493,0.138
6031,6030612,Neutral,good,1331.7,3.5,0.0,16123.741,3614.116,2541.277,7971.831,980.482,0.5163,0.1157,0.0814,0.2553,0.0314,0.319,1.422
6032,6031612,Neutral,good,1331.1,3.5,0.0,6909.213,3383.220,805.979,2095.877,1619.672,0.4664,0.2284,0.0544,0.1415,0.1093,0.385,4.198
6033,6032612,Neutral,good,1331.3,2.8,0.0,1126.934,1189.305,781.074,2900.957,3170.248,0.1229,0.1297,0.0852,0.3164,0.3458,0.269,1.523
6034,6033612,Neutral,good,1331.4,2.8,0.0,668.359,641.558,2849.483,4631.778,839.906,0.0694,0.0666,0.2959,0.4809,0.0872,0.615,0.225
6035,6034611,Neutral,good,1331.5,2.9,0.0,8275.830,2884.186,1130.083,7142.352,4106.917,0.3516,0.1225,0.0480,0.3034,0.1745,0.158,2.552
6036,6035611,Neutral,good,1332.3,4.2,0.0,11889.835,18457.289,16101.565,6117.408,2396.523,0.2163,0.3358,0.2930,0.1113,0.0436,2.632,1.146
6037,6036611,Neutral,good,1332.1,4.4,0.0,9027.857,3228.754,5952.177,27120.629,2187.717,0.1900,0.0679,0.1253,0.5708,0.0460,0.219,0.542
6038,6037611,Neutral,good,1331.7,3.5,0.0,1488.398,7639.063,5562.110,13033.233,1754.406,0.0505,0.2592,0.1887,0.4421,0.0595,0.427,1.373
6039,6038611,Neutral,good,1331.5,2.8,0.0,5211.794,3276.612,1707.103,2582.064,1304.956,0.3701,0.2327,0.1212,0.1834,0.0927,0.661,1.919
6040,6039611,Neutral,good,1332.4,3.6,0.0,5491.779,9249.874,5491.221,2854.312,895.755,0.2290,0.3857,0.2290,0.1190,0.0373,1.924,1.684
6041,6040611,Neutral,good,1332.1,3.6,0.0,6221.746,8156.449,9452.702,7496.663,3862.065,0.1768,0.2318,0.2686,0.2130,0.1098,1.261,0.863
6042,6041611,Neutral,good,1332.3,3.2,0.0,4960.175,547.747,761.316,11273.304,3278.997,0.2382,0.0263,0.0366,0.5414,0.1575,0.068,0.719
6043,6042611,Neutral,good,1332.0,3.4,0.0,4544.695,3714.448,2044.104,7261.522,1546.263,0.2378,0.1944,0.1070,0.3800,0.0809,0.281,1.817
6044,6043611,Neutral,good,1331.6,3.5,0.0,1405.964,3189.917,2528.151,7741.631,2226.804,0.0823,0.1866,0.1479,0.4529,0.1303,0.327,1.262
6045,6044611,Neutral,good,1332.1,3.6,0.0,5003.021,2555.720,839.530,8193.308,9120.659,0.1946,0.0994,0.0327,0.3187,0.3547,0.102,3.044
6046,6045611,Neutral,good,1331.6,3.1,0.0,2662.243,1173.476,584.911,4348.212,4206.025,0.2052,0.0904,0.0451,0.3351,0.3242,0.135,2.006
6047,6046611,Neutral,good,1332.0,4.0,0.0,7275.014,3993.388,3725.788,14852.312,5199.996,0.2076,0.1139,0.1063,0.4238,0.1484,0.251,1.072
6048,6047611,Neutral,good,1331.1,3.6,0.0,25701.928,1314.886,4143.194,7520.848,605.089,0.6542,0.0335,0.1055,0.1914,0.0154,0.551,0.317
6049,6048611,Neutral,good,1332.3,3.7,0.0,4996.758,1384.524,444.478,9182.243,928.688,0.2950,0.0817,0.0262,0.5422,0.0548,0.048,3.115
6050,6049611,Neutral,good,1332.3,4.2,0.0,10184.523,7990.081,471.837,6721.167,6001.674,0.3247,0.2547,0.0150,0.2143,0.1913,0.070,16.934
6051,6050610,Neutral,good,1332.3,4.1,0.0,6638.300,5948.298,3190.233,6958.278,2695.962,0.2610,0.2339,0.1254,0.2736,0.1060,0.458,1.865
6052,6051610,Neutral,good,1332.3,3.4,0.0,675.594,1570.450,532.631,1722.496,2856.544,0.0918,0.2134,0.0724,0.2341,0.3882,0.309,2.948
6053,6052610,Neutral,good,1332.2,3.1,0.0,1866.251,2488.538,4071.435,6902.610,1599.416,0.1102,0.1470,0.2405,0.4078,0.0945,0.590,0.611
6054,6053610,Neutral,good,1332.6,4.1,0.0,7005.457,10718.327,4980.209,2059.775,1311.889,0.2687,0.4110,0.1910,0.0790,0.0503,2.418,2.152
6055,6054610,Neutral,good,1331.6,3.9,0.0,8623.938,4266.118,2052.036,3761.500,2238.268,0.4118,0.2037,0.0980,0.1796,0.1069,0.546,2.079
6056,6055610,Neutral,good,1332.4,3.3,0.0,1484.767,3110.261,4532.405,7852.497,1625.369,0.0798,0.1672,0.2436,0.4221,0.0874,0.577,0.686
6057,6056610,Neutral,good,1332.6,3.0,0.0,3021.834,3238.610,2951.497,4986.506,1557.292,0.1918,0.2056,0.1873,0.3165,0.0988,0.592,1.097
6058,6057610,Neutral,good,1331.3,3.7,0.0,15247.975,10187.939,6550.296,2560.045,6197.352,0.3742,0.2501,0.1608,0.0628,0.1521,2.559,1.555
6059,6058610,Neutral,good,1329.2,3.3,0.0,3112.361,6046.677,5605.500,1024.386,647.443,0.1894,0.3679,0.3410,0.0623,0.0394,5.472,1.079
6060,6059610,Neutral,good,1329.8,3.7,0.0,5765.571,3487.508,1915.336,2808.220,1118.093,0.3820,0.2310,0.1269,0.1860,0.0741,0.682,1.821
6061,6060610,Neutral,good,1330.7,3.9,0.0,10243.943,5053.659,1830.954,6124.215,1292.508,0.4173,0.2059,0.0746,0.2495,0.0527,0.299,2.760
6062,6061610,Neutral,good,1331.5,3.9,0.0,10072.591,1394.289,2115.416,3574.810,5461.726,0.4453,0.0616,0.0935,0.1580,0.2415,0.592,0.659
6063,6062610,Neutral,good,1332.5,3.9,0.0,3437.826,2825.677,4650.301,10876.805,3925.948,0.1337,0.1099,0.1808,0.4229,0.1527,0.428,0.608
6064,6063610,Neutral,good,1332.7,3.1,0.0,5874.041,2202.657,957.043,1756.861,2397.668,0.4454,0.1670,0.0726,0.1332,0.1818,0.545,2.302
6065,6064610,Neutral,good,1331.4,3.5,0.0,2918.229,2656.941,4661.069,6268.348,253.845,0.1741,0.1585,0.2781,0.3740,0.0151,0.744,0.570
