epoch,ms,label,quality,raw_rms,filt_rms,hum_pct,D_abs,T_abs,A_abs,B_abs,G_abs,D_rel,T_rel,A_rel,B_rel,G_rel,A_B_ratio,T_A_ratio
4759,4758693,Neutral,good,1338.7,3.1,0.0,1212.476,1976.149,984.075,1899.913,1204.524,0.1666,0.2716,0.1352,0.2611,0.1655,0.518,2.008
4760,4759693,Neutral,good,1339.3,3.8,0.0,7601.389,5985.409,3755.685,21740.332,1093.979,0.1892,0.1490,0.0935,0.5411,0.0272,0.173,1.594
4761,4760693,Neutral,good,1339.1,3.7,0.0,1876.245,1245.351,2204.876,2812.762,778.984,0.2104,0.1396,0.2472,0.3154,0.0873,0.784,0.565
4762,4761693,Neutral,good,1339.5,3.4,0.0,13041.302,3805.516,1588.546,2486.853,1337.695,0.5859,0.1710,0.0714,0.1117,0.0601,0.639,2.396
4763,4762693,Neutral,good,1338.0,3.4,0.0,3564.393,3996.123,3495.094,2138.698,1080.003,0.2497,0.2800,0.2449,0.1498,0.0757,1.634,1.143
4764,4763693,Neutral,good,1338.0,2.9,0.0,1596.101,3658.158,2946.844,13477.473,1629.150,0.0685,0.1570,0.1264,0.5782,0.0699,0.219,1.241
4765,4764693,Neutral,good,1337.9,4.0,0.0,3179.217,1027.508,2003.535,4970.429,2204.712,0.2375,0.0768,0.1497,0.3713,0.1647,0.403,0.513
4766,4765693,Neutral,good,1337.9,3.0,0.0,12360.551,1905.494,1713.973,3695.134,2653.883,0.5536,0.0853,0.0768,0.1655,0.1189,0.464,1.112
4767,4766693,Neutral,good,1338.3,3.0,0.0,934.144,863.657,1597.549,15322.041,3428.848,0.0422,0.0390,0.0721,0.6919,0.1548,0.104,0.541
4768,4767693,Neutral,good,1338.8,4.2,0.0,16698.695,16446.840,12848.743,11783.949,7170.578,0.2571,0.2532,0.1978,0.1814,0.1104,1.090,1.280
4769,4768692,Neutral,good,1338.3,3.0,0.0,1249.725,3708.203,5580.814,1519.041,381.279,0.1005,0.2981,0.4487,0.1221,0.0307,3.674,0.664
4770,4769693,Neutral,good,1339.0,3.4,0.0,1388.536,4193.505,3538.862,1742.209,877.529,0.1183,0.3572,0.3014,0.1484,0.0747,2.031,1.185
4771,4770692,Neutral,good,1338.3,2.6,0.0,4145.369,3361.695,2305.764,1434.957,1743.460,0.3191,0.2588,0.1775,0.1105,0.1342,1.607,1.458
4772,4771692,Neutral,good,1339.2,3.1,0.0,884.794,3242.686,3123.612,6327.471,1589.180,0.0583,0.2138,0.2059,0.4172,0.1048,0.494,1.038
4773,4772692,Neutral,good,1339.1,3.1,0.0,11249.130,30269.371,17085.170,6571.057,1183.117,0.1695,0.4562,0.2575,0.0990,0.0178,2.600,1.772
4774,4773692,Neutral,good,1337.7,2.8,0.0,2701.984,1375.114,962.464,2108.375,751.749,0.3420,0.1741,0.1218,0.2669,0.0952,0.456,1.429
4775,4774692,Neutral,good,1336.0,3.1,0.0,3645.718,3585.834,2625.707,4988.855,1252.009,0.2265,0.2227,0.1631,0.3099,0.0778,0.526,1.366
4776,4775692,Neutral,good,1336.3,3.0,0.0,1805.349,143.083,1228.068,1262.552,385.254,0.3742,0.0297,0.2546,0.2617,0.0799,0.973,0.117
4777,4776692,Neutral,good,1336.4,2.4,0.0,2916.007,1139.249,1581.638,1731.178,1772.116,0.3190,0.1246,0.1730,0.1894,0.1939,0.914,0.720
4778,4777692,Neutral,good,1338.0,3.6,0.0,3872.082,2511.205,1278.430,1089.441,782.073,0.4062,0.2634,0.1341,0.1143,0.0820,1.173,1.964
4779,4778692,Neutral,good,1338.7,4.1,0.0,6320.555,7520.597,3431.004,3030.162,3013.270,0.2711,0.3226,0.1472,0.1300,0.1292,1.132,2.192
4780,4779692,Neutral,good,1338.4,3.1,0.0,6841.745,358.126,2747.900,3282.361,994.757,0.4810,0.0252,0.1932,0.2307,0.0699,0.837,0.130
4781,4780692,Neutral,good,1338.3,3.7,0.0,2574.310,3240.915,5276.024,7656.741,4754.889,0.1095,0.1379,0.2245,0.3258,0.2023,0.689,0.614
4782,4781692,Neutral,good,1338.7,3.8,0.0,7960.591,6810.968,1355.928,8022.776,7272.281,0.2533,0.2168,0.0432,0.2553,0.2314,0.169,5.023
4783,4782692,Neutral,good,1337.1,3.1,0.0,1986.182,1498.157,519.329,4915.469,1060.629,0.1990,0.1501,0.0520,0.4925,0.1063,0.106,2.885
4784,4783692,Neutral,good,1338.9,3.1,0.0,4132.219,6516.692,2454.441,1295.441,854.133,0.2709,0.4272,0.1609,0.0849,0.0560,1.895,2.655
4785,4784692,Neutral,good,1338.8,3.5,0.0,4435.755,4395.139,5738.697,3937.503,2061.228,0.2157,0.2137,0.2790,0.1914,0.1002,1.457,0.766
4786,4785691,Neutral,good,1338.4,3.4,0.0,5196.060,5185.514,2510.162,6159.131,3746.811,0.2279,0.2275,0.1101,0.2702,0.1644,0.408,2.066
4787,4786691,Neutral,good,1338.1,3.5,0.0,16144.926,12138.562,5737.349,3380.255,1930.476,0.4105,0.3086,0.1459,0.0859,0.0491,1.697,2.116
4788,4787691,Neutral,good,1338.1,3.2,0.0,1444.250,1576.683,707.919,5753.628,2529.322,0.1202,0.1313,0.0589,0.4790,0.2106,0.123,2.227
4789,4788691,Neutral,good,1337.5,3.3,0.0,15319.113,39435.066,21391.457,14888.034,1770.100,0.1651,0.4249,0.2305,0.1604,0.0191,1.437,1.843
4790,4789691,Neutral,good,1337.5,3.0,0.0,739.124,552.831,454.885,3944.043,997.473,0.1105,0.0827,0.0680,0.5897,0.1491,0.115,1.215
4791,4790691,Neutral,good,1337.1,3.2,0.0,5118.346,4922.023,4216.121,6359.223,6813.031,0.1866,0.1794,0.1537,0.2318,0.2484,0.663,1.167
4792,4791691,Neutral,good,1338.0,3.6,0.0,7644.795,4591.231,8034.858,7286.052,3614.055,0.2453,0.1473,0.2578,0.2337,0.1159,1.103,0.571
4793,4792691,Neutral,good,1337.4,3.3,0.0,8335.109,5894.604,2680.639,1334.772,1051.313,0.4320,0.3055,0.1389,0.0692,0.0545,2.008,2.199
4794,4793691,Neutral,good,1337.8,3.4,0.0,1207.951,1264.809,2505.059,3858.943,3229.974,0.1001,0.1048,0.2076,0.3198,0.2677,0.649,0.505
4795,4794691,Neutral,good,1336.9,3.3,0.0,7994.613,1310.491,709.615,4040.741,5691.231,0.4049,0.0664,0.0359,0.2046,0.2882,0.176,1.847
4796,4795691,Neutral,good,1335.4,2.9,0.0,5449.177,5430.510,3210.521,3036.130,4329.808,0.2540,0.2531,0.1496,0.1415,0.2018,1.057,1.691
4797,4796691,Neutral,good,1335.3,3.9,0.0,2916.287,2686.894,6200.831,8251.610,2441.171,0.1296,0.1194,0.2756,0.3668,0.1085,0.751,0.433
4798,4797691,Neutral,good,1335.2,2.7,0.0,4245.988,2342.377,1727.520,2142.990,1373.010,0.3589,0.1980,0.1460,0.1811,0.1160,0.806,1.356
4799,4798691,Neutral,good,1334.3,2.9,0.0,745.578,878.140,415.940,3109.018,1024.101,0.1208,0.1423,0.0674,0.5037,0.1659,0.134,2.111
4800,4799690,Neutral,good,1333.7,2.9,0.0,7305.527,10498.396,4281.951,4364.657,2192.522,0.2551,0.3665,0.1495,0.1524,0.0765,0.981,2.452
4801,4800690,Neutral,good,1334.5,4.5,0.0,7067.799,1058.885,3360.056,18031.418,3706.809,0.2127,0.0319,0.1011,0.5427,0.1116,0.186,0.315
4802,4801690,Neutral,good,1335.6,3.9,0.0,6183.892,4066.566,4519.199,5665.227,5159.591,0.2416,0.1589,0.1766,0.2213,0.2016,0.798,0.900
4803,4802690,Neutral,good,1336.4,4.0,0.0,7271.511,9712.942,6611.944,6401.305,5765.204,0.2033,0.2716,0.1849,0.1790,0.1612,1.033,1.469
4804,4803690,Neutral,good,1336.5,3.3,0.0,1715.049,2923.914,5735.131,6233.283,1588.428,0.0943,0.1607,0.3152,0.3426,0.0873,0.920,0.510
4805,4804690,Neutral,good,1337.4,3.4,0.0,2694.482,6433.188,6798.214,3161.351,2764.514,0.1233,0.2944,0.3111,0.1447,0.1265,2.150,0.946
4806,4805690,Neutral,good,1337.5,3.0,0.0,9646.139,5588.945,2650.698,9739.521,2930.808,0.3157,0.1829,0.0867,0.3187,0.0959,0.272,2.108
4807,4806690,Neutral,good,1338.2,3.7,0.0,23278.396,20174.590,6487.455,8858.729,3353.129,0.3745,0.3246,0.1044,0.1425,0.0540,0.732,3.110
4808,4807690,Neutral,good,1337.0,3.7,0.0,3166.084,446.768,634.044,5532.444,1085.986,0.2914,0.0411,0.0584,0.5092,0.0999,0.115,0.705
4809,4808690,Neutral,good,1337.3,3.4,0.0,3926.017,9420.142,3659.289,10155.675,3565.256,0.1278,0.3066,0.1191,0.3305,0.1160,0.360,2.574
4810,4809690,Neutral,good,1337.9,3.2,0.0,1730.991,682.957,522.948,10263.907,4615.688,0.0972,0.0383,0.0294,0.5761,0.2591,0.051,1.306
4811,4810690,Neutral,good,1337.6,3.0,0.0,14867.215,937.239,1793.019,6084.426,2701.450,0.5635,0.0355,0.0680,0.2306,0.1024,0.295,0.523
4812,4811690,Neutral,good,1337.3,3.3,0.0,2654.893,2206.872,3306.927,7374.693,576.497,0.1647,0.1369,0.2051,0.4575,0.0358,0.448,0.667
4813,4812690,Neutral,good,1337.1,3.3,0.0,15574.186,9173.185,5940.854,4340.128,4853.352,0.3905,0.2300,0.1490,0.1088,0.1217,1.369,1.544
4814,4813690,Neutral,good,1337.0,2.8,0.0,1326.174,1495.423,1712.123,2527.995,737.797,0.1700,0.1917,0.2195,0.3241,0.0946,0.677,0.873
4815,4814690,Neutral,good,1337.7,3.6,0.0,553.131,273.857,453.610,1881.994,1206.323,0.1266,0.0627,0.1038,0.4308,0.2761,0.241,0.604
4816,4815689,Neutral,good,1337.8,2.8,0.0,9676.133,2179.132,2512.129,9178.699,4786.481,0.3415,0.0769,0.0887,0.3240,0.1689,0.274,0.867
4817,4816690,Neutral,good,1337.8,3.2,0.0,3530.936,7455.779,4786.536,6580.615,3110.960,0.1387,0.2928,0.1880,0.2584,0.1222,0.727,1.558
4818,4817689,Neutral,good,1338.5,3.6,0.0,14643.892,13005.932,9994.615,7537.744,2804.803,0.3052,0.2710,0.2083,0.1571,0.0584,1.326,1.301
4819,4818689,Neutral,good,1338.0,3.0,0.0,553.569,1502.055,1664.379,2652.271,661.734,0.0787,0.2135,0.2366,0.3771,0.0941,0.628,0.902
4820,4819689,Neutral,good,1337.6,3.3,0.0,1209.842,9217.875,10075.528,7267.169,1520.807,0.0413,0.3147,0.3440,0.2481,0.0519,1.386,0.915
4821,4820689,Neutral,good,1337.5,3.1,0.0,2124.028,1813.467,1169.333,3684.151,1394.149,0.2085,0.1781,0.1148,0.3617,0.1369,0.317,1.551
4822,4821689,Neutral,good,1338.0,3.4,0.0,544.185,3536.804,3832.565,4407.801,2012.422,0.0380,0.2467,0.2674,0.3075,0.1404,0.869,0.923
4823,4822689,Neutral,good,1338.2,3.2,0.0,1420.633,1560.458,1905.677,2551.082,4409.895,0.1199,0.1317,0.1608,0.2153,0.3722,0.747,0.819
4824,4823689,Neutral,good,1337.6,3.9,0.0,9947.294,10542.420,7636.990,7338.761,2348.096,0.2631,0.2788,0.2020,0.1941,0.0621,1.041,1.380
4825,4824689,Neutral,good,1338.1,3.4,0.0,2024.461,851.395,1701.585,4944.608,2849.526,0.1636,0.0688,0.1375,0.3997,0.2303,0.344,0.500
4826,4825689,Neutral,good,1337.7,3.0,0.0,102.961,1481.309,2832.293,4736.715,1358.909,0.0098,0.1409,0.2694,0.4506,0.1293,0.598,0.523
4827,4826689,Neutral,good,1337.9,2.9,0.0,6793.393,8663.344,9383.584,4323.870,1192.908,0.2238,0.2854,0.3091,0.1424,0.0393,2.170,0.923
4828,4827689,Neutral,good,1338.1,3.3,0.0,1156.122,559.061,1386.588,3950.283,2127.140,0.1260,0.0609,0.1511,0.4304,0.2317,0.351,0.403
4829,4828689,Neutral,good,1338.2,2.7,0.0,1686.771,5084.905,2194.746,7950.110,2180.493,0.0883,0.2663,0.1149,0.4163,0.1142,0.276,2.317
4830,4829689,Neutral,good,1337.6,3.1,0.0,4384.585,2654.030,1292.927,4127.852,2012.091,0.3030,0.1834,0.0893,0.2852,0.1390,0.313,2.053
4831,4830689,Neutral,good,1338.8,3.1,0.0,5194.458,1037.396,1224.510,2131.895,1152.977,0.4836,0.0966,0.1140,0.1985,0.1073,0.574,0.847
4832,4831688,Neutral,good,1338.5,3.0,0.0,1652.956,3487.719,4336.932,3327.791,2015.117,0.1115,0.2353,0.2926,0.2245,0.1360,1.303,0.804
4833,4832688,Neutral,good,1338.0,2.9,0.0,17912.627,7108.365,204.644,3180.974,1586.217,0.5972,0.2370,0.0068,0.1061,0.0529,0.064,34.735
4834,4833688,Neutral,good,1336.8,3.2,0.0,11949.564,10053.708,10746.890,5930.042,4063.334,0.2796,0.2352,0.2514,0.1387,0.0951,1.812,0.935
4835,4834688,Neutral,good,1337.1,3.3,0.0,987.492,4913.148,6532.264,3309.447,1303.556,0.0579,0.2882,0.3832,0.1941,0.0765,1.974,0.752
4836,4835688,Neutral,good,1337.0,3.4,0.0,6144.723,3828.984,2858.714,4951.700,4979.541,0.2699,0.1682,0.1256,0.2175,0.2187,0.577,1.339
4837,4836688,Neutral,good,1337.1,3.0,0.0,3316.680,5053.281,3936.138,2637.425,3649.842,0.1784,0.2718,0.2117,0.1418,0.1963,1.492,1.284
4838,4837688,Neutral,good,1337.4,2.8,0.0,1337.794,1143.191,1373.983,2660.569,785.330,0.1832,0.1566,0.1882,0.3644,0.1076,0.516,0.832
4839,4838688,Neutral,good,1337.6,2.8,0.0,2226.026,1170.336,827.292,2805.709,984.633,0.2778,0.1460,0.1032,0.3501,0.1229,0.295,1.415
4840,4839688,Neutral,good,1338.4,3.4,0.0,3463.521,1129.140,3289.369,3896.005,3793.778,0.2224,0.0725,0.2112,0.2502,0.2436,0.844,0.343
4841,4840688,Neutral,good,1338.1,2.7,0.0,1782.213,4470.091,3764.712,2890.931,3263.214,0.1102,0.2764,0.2328,0.1788,0.2018,1.302,1.187
4842,4841688,Neutral,good,1338.1,2.8,0.0,1263.226,8428.363,10286.125,4108.473,939.972,0.0505,0.3368,0.4110,0.1642,0.0376,2.504,0.819
4843,4842688,Neutral,good,1337.8,3.3,0.0,2266.334,966.850,1881.037,7973.091,2088.078,0.1493,0.0637,0.1240,0.5254,0.1376,0.236,0.514
4844,4843688,Neutral,good,1338.1,2.8,0.0,1649.448,2897.998,2103.474,3356.991,1838.989,0.1392,0.2446,0.1776,0.2834,0.1552,0.627,1.378
4845,4844688,Neutral,good,1337.5,2.9,0.0,9288.144,4218.852,3289.003,1713.825,3955.982,0.4134,0.1878,0.1464,0.0763,0.1761,1.919,1.283
4846,4845688,Neutral,good,1337.5,3.2,0.0,4047.749,6875.390,5139.609,4411.708,1392.995,0.1851,0.3144,0.2350,0.2017,0.0637,1.165,1.338
4847,4846688,Neutral,good,1337.4,3.3,0.0,3821.343,1082.324,1456.111,2473.365,1156.526,0.3825,0.1083,0.1458,0.2476,0.1158,0.589,0.743
4848,4847688,Neutral,good,1338.1,3.3,0.0,8030.131,2847.907,962.283,1038.269,930.105,0.5815,0.2062,0.0697,0.0752,0.0674,0.927,2.960
4849,4848687,Neutral,good,1338.7,3.6,0.0,3728.472,4948.032,12448.347,12848.145,2048.734,0.1035,0.1374,0.3456,0.3567,0.0569,0.969,0.397
4850,4849687,Neutral,good,1337.6,3.2,0.0,1021.946,2763.439,2343.133,6190.690,3660.494,0.0640,0.1729,0.1466,0.3874,0.2291,0.378,1.179
4851,4850687,Neutral,good,1338.4,3.0,0.0,4648.900,4602.319,3767.340,2540.859,694.168,0.2860,0.2832,0.2318,0.1563,0.0427,1.483,1.222
4852,4851687,Neutral,good,1338.2,2.9,0.0,1578.450,3353.043,3586.300,1204.648,1555.055,0.1400,0.2973,0.3180,0.1068,0.1379,2.977,0.935
4853,4852687,Neutral,good,1338.2,3.0,0.0,3907.375,4405.747,2979.865,8219.393,2954.839,0.1739,0.1961,0.1326,0.3658,0.1315,0.363,1.479
4854,4853687,Neutral,good,1339.0,3.8,0.0,3311.895,10743.413,8948.011,4124.464,692.199,0.1190,0.3862,0.3216,0.1483,0.0249,2.169,1.201
4855,4854687,Neutral,good,1338.1,3.4,0.0,4109.944,3774.910,806.743,2612.477,2675.550,0.2940,0.2700,0.0577,0.1869,0.1914,0.309,4.679
4856,4855687,Neutral,good,1338.6,3.8,0.0,4758.760,8396.948,6228.646,9546.354,3266.149,0.1478,0.2608,0.1935,0.2965,0.1014,0.652,1.348
4857,4856687,Neutral,good,1338.1,2.6,0.0,2676.948,911.984,500.286,5043.192,2899.090,0.2225,0.0758,0.0416,0.4192,0.2410,0.099,1.823
4858,4857687,Neutral,good,1337.6,3.3,0.0,2934.672,2507.866,3697.109,3593.949,3482.516,0.1810,0.1547,0.2280,0.2216,0.2148,1.029,0.678
4859,4858687,Neutral,good,1337.6,3.0,0.0,9113.482,3770.404,3188.173,6876.489,4063.451,0.3374,0.1396,0.1180,0.2546,0.1504,0.464,1.183
4860,4859687,Neutral,good,1337.1,2.4,0.0,2666.960,1654.721,1514.881,2658.558,716.546,0.2895,0.1796,0.1645,0.2886,0.0778,0.570,1.092
4861,4860687,Neutral,good,1337.7,2.7,0.0,3122.137,4023.768,3552.449,8215.400,6356.351,0.1236,0.1592,0.1406,0.3251,0.2515,0.432,1.133
4862,4861687,Neutral,good,1339.1,3.5,0.0,1572.477,2192.679,2014.377,11266.948,3214.526,0.0776,0.1082,0.0994,0.5561,0.1587,0.179,1.089
4863,4862687,Neutral,good,1338.7,3.0,0.0,10142.091,9291.986,2471.088,1315.810,1579.614,0.4089,0.3747,0.0996,0.0531,0.0637,1.878,3.760
4864,4863687,Neutral,good,1337.6,3.4,0.0,2566.862,1034.020,858.902,1623.162,2983.534,0.2831,0.1140,0.0947,0.1790,0.3291,0.529,1.204
4865,4864686,Neutral,good,1338.4,3.5,0.0,2535.148,1191.768,2180.325,5011.361,1649.642,0.2017,0.0948,0.1735,0.3987,0.1313,0.435,0.547
4866,4865686,Neutral,good,1339.2,3.6,0.0,3085.079,6698.424,6305.074,2362.745,2392.484,0.1480,0.3214,0.3025,0.1134,0.1148,2.669,1.062
4867,4866686,Neutral,good,1338.7,2.9,0.0,2736.493,4157.490,4397.866,1907.762,1456.912,0.1867,0.2837,0.3001,0.1302,0.0994,2.305,0.945
4868,4867686,Neutral,good,1338.6,3.6,0.0,133.493,932.547,1155.771,2549.490,1301.415,0.0220,0.1536,0.1903,0.4198,0.2143,0.453,0.807
4869,4868686,Neutral,good,1338.3,3.5,0.0,4322.640,3049.435,5462.027,5517.873,1011.063,0.2232,0.1575,0.2821,0.2850,0.0522,0.990,0.558
4870,4869686,Neutral,good,1338.4,3.7,0.0,1179.110,1148.524,3720.625,4036.085,1944.424,0.0980,0.0955,0.3093,0.3355,0.1616,0.922,0.309
4871,4870686,Neutral,good,1338.6,3.5,0.0,8663.827,9195.598,5433.749,6255.962,1723.140,0.2770,0.2940,0.1738,0.2000,0.0551,0.869,1.692
4872,4871686,Neutral,good,1337.4,2.8,0.0,604.668,768.043,3662.890,3425.944,1889.273,0.0584,0.0742,0.3539,0.3310,0.1825,1.069,0.210
4873,4872686,Neutral,good,1337.6,3.5,0.0,7751.418,2041.997,2183.626,3590.988,2415.261,0.4310,0.1135,0.1214,0.1997,0.1343,0.608,0.935
4874,4873686,Neutral,good,1338.7,3.4,0.0,509.960,1949.563,1796.747,5316.973,8430.303,0.0283,0.1083,0.0998,0.2953,0.4683,0.338,1.085
4875,4874686,Neutral,good,1338.1,3.0,0.0,2120.928,730.042,1471.550,4450.077,1353.566,0.2095,0.0721,0.1453,0.4395,0.1337,0.331,0.496
4876,4875686,Neutral,good,1337.2,2.7,0.0,3448.163,2599.092,2359.341,5608.235,415.649,0.2389,0.1801,0.1635,0.3886,0.0288,0.421,1.102
4877,4876686,Neutral,good,1337.9,3.4,0.0,1088.340,1990.318,1666.987,1931.006,1270.806,0.1369,0.2504,0.2098,0.2430,0.1599,0.863,1.194
4878,4877686,Neutral,good,1337.8,3.1,0.0,7637.361,7183.611,648.122,2499.345,221.808,0.4199,0.3949,0.0356,0.1374,0.0122,0.259,11.084
4879,4878685,Neutral,good,1338.1,2.9,0.0,1781.746,1373.148,1207.894,2224.652,2985.469,0.1861,0.1434,0.1262,0.2324,0.3119,0.543,1.137
4880,4879685,Neutral,good,1337.7,3.1,0.0,373.965,889.060,2004.396,5023.779,1743.317,0.0373,0.0886,0.1998,0.5006,0.1737,0.399,0.444
4881,4880685,Neutral,good,1339.0,3.6,0.0,3163.141,5163.960,2957.203,3811.588,1354.921,0.1923,0.3139,0.1798,0.2317,0.0824,0.776,1.746
4882,4881685,Neutral,good,1338.4,3.5,0.0,5979.485,6059.860,1799.094,4688.805,2506.386,0.2843,0.2881,0.0855,0.2229,0.1192,0.384,3.368
4883,4882685,Neutral,good,1338.9,3.3,0.0,8360.889,10526.228,5389.608,4281.051,992.403,0.2829,0.3562,0.1824,0.1449,0.0336,1.259,1.953
4884,4883685,Neutral,good,1338.2,3.1,0.0,10559.119,11631.058,3316.179,4831.297,1334.644,0.3334,0.3672,0.1047,0.1525,0.0421,0.686,3.507
4885,4884685,Neutral,good,1338.2,3.6,0.0,2961.102,1540.354,683.856,10036.633,1906.260,0.1729,0.0899,0.0399,0.5860,0.1113,0.068,2.252
4886,4885685,Neutral,good,1337.9,3.2,0.0,3181.200,5965.260,4758.726,4034.832,1858.018,0.1607,0.3013,0.2404,0.2038,0.0938,1.179,1.254
4887,4886685,Neutral,good,1338.6,2.8,0.0,18838.238,16128.131,5578.369,2310.877,2906.714,0.4117,0.3524,0.1219,0.0505,0.0635,2.414,2.891
4888,4887685,Neutral,good,1338.4,3.4,0.0,1702.659,2212.732,1514.127,3202.622,764.799,0.1812,0.2355,0.1611,0.3408,0.0814,0.473,1.461
4889,4888685,Neutral,good,1338.9,3.4,0.0,2780.583,2584.833,1322.513,2584.276,1005.582,0.2705,0.2515,0.1287,0.2514,0.0978,0.512,1.954
4890,4889685,Neutral,good,1338.6,2.7,0.0,1405.547,3860.620,1322.199,1000.719,779.569,0.1680,0.4613,0.1580,0.1196,0.0932,1.321,2.920
4891,4890685,Neutral,good,1338.8,3.4,0.0,5118.478,9801.924,6767.328,2076.649,6154.404,0.1711,0.3276,0.2262,0.0694,0.2057,3.259,1.448
4892,4891685,Neutral,good,1338.7,3.5,0.0,9781.092,1763.717,828.772,2211.965,1728.016,0.5996,0.1081,0.0508,0.1356,0.1059,0.375,2.128
4893,4892685,Neutral,good,1339.6,3.0,0.0,8245.739,430.365,253.797,2529.344,1249.119,0.6488,0.0339,0.0200,0.1990,0.0983,0.100,1.696
4894,4893685,Neutral,good,1338.7,3.5,0.0,9052.813,7329.026,1122.803,11512.999,1684.587,0.2949,0.2387,0.0366,0.3750,0.0549,0.098,6.527
4895,4894684,Neutral,good,1338.4,2.9,0.0,2544.230,1692.236,981.543,2534.604,5108.325,0.1978,0.1316,0.0763,0.1971,0.3972,0.387,1.724
4896,4895684,Neutral,good,1339.9,3.1,0.0,2796.830,2117.870,2368.879,2918.316,1042.208,0.2487,0.1884,0.2107,0.2595,0.0927,0.812,0.894
4897,4896684,Neutral,good,1338.6,3.3,0.0,1545.182,2824.168,2345.086,3843.174,1700.567,0.1261,0.2304,0.1913,0.3135,0.1387,0.610,1.204
4898,4897684,Neutral,good,1339.0,3.9,0.0,9570.553,4199.802,3682.623,8370.864,636.204,0.3617,0.1587,0.1392,0.3164,0.0240,0.440,1.140
4899,4898684,Neutral,good,1338.6,2.6,0.0,2353.291,8616.892,6217.234,3403.078,2475.569,0.1020,0.3736,0.2695,0.1475,0.1073,1.827,1.386
4900,4899684,Neutral,good,1338.9,3.5,0.0,8774.481,1462.757,3712.765,8882.938,2270.519,0.3495,0.0583,0.1479,0.3539,0.0904,0.418,0.394
4901,4900684,Neutral,good,1338.7,3.3,0.0,2713.564,2173.468,1418.404,3855.131,2055.060,0.2221,0.1779,0.1161,0.3156,0.1682,0.368,1.532
4902,4901684,Neutral,good,1339.0,4.4,0.0,29243.250,42978.930,43276.121,13747.039,3502.532,0.2203,0.3238,0.3260,0.1036,0.0264,3.148,0.993
4903,4902684,Neutral,good,1338.4,3.8,0.0,4539.597,1193.564,3023.766,3524.617,979.318,0.3423,0.0900,0.2280,0.2658,0.0739,0.858,0.395
4904,4903684,Neutral,good,1339.0,3.0,0.0,894.687,2278.353,1032.989,2126.196,1092.981,0.1205,0.3068,0.1391,0.2863,0.1472,0.486,2.206
4905,4904684,Neutral,good,1339.0,3.5,0.0,2678.717,4563.733,3479.496,4789.155,6727.298,0.1205,0.2052,0.1565,0.2154,0.3025,0.727,1.312
4906,4905684,Neutral,good,1337.9,2.8,0.0,1027.521,1347.843,504.494,3463.622,1500.814,0.1310,0.1718,0.0643,0.4415,0.1913,0.146,2.672
4907,4906684,Neutral,good,1338.1,3.3,0.0,11998.885,3013.462,2108.326,2410.722,2215.063,0.5518,0.1386,0.0970,0.1109,0.1019,0.875,1.429
4908,4907684,Neutral,good,1338.6,3.6,0.0,1888.111,3310.475,3448.229,2643.393,2697.518,0.1350,0.2367,0.2465,0.1890,0.1928,1.304,0.960
4909,4908684,Neutral,good,1337.3,3.5,0.0,684.199,1245.303,1493.176,2998.071,1736.083,0.0839,0.1527,0.1831,0.3676,0.2128,0.498,0.834
4910,4909684,Neutral,good,1338.4,3.9,0.0,3286.177,1889.047,651.320,5003.841,923.037,0.2796,0.1607,0.0554,0.4257,0.0785,0.130,2.900
4911,4910683,Neutral,good,1338.5,3.8,0.0,10390.131,4869.719,2777.924,12429.590,8093.031,0.2695,0.1263,0.0720,0.3223,0.2099,0.223,1.753
4912,4911683,Neutral,good,1338.1,3.2,0.0,3210.515,2340.101,1005.720,2997.707,2602.734,0.2641,0.1925,0.0827,0.2466,0.2141,0.335,2.327
4913,4912683,Neutral,good,1337.7,3.1,0.0,2254.163,1724.986,445.234,3907.845,2094.851,0.2162,0.1654,0.0427,0.3748,0.2009,0.114,3.874
4914,4913683,Neutral,good,1338.5,3.9,0.0,24866.537,8233.631,13044.431,10469.563,1412.691,0.4285,0.1419,0.2248,0.1804,0.0243,1.246,0.631
4915,4914683,Neutral,good,1338.1,2.9,0.0,2393.232,3072.888,1100.494,1718.560,3254.773,0.2074,0.2663,0.0954,0.1489,0.2820,0.640,2.792
4916,4915683,Neutral,good,1337.5,4.0,0.0,7897.133,8967.685,7890.535,2424.492,911.604,0.2811,0.3192,0.2809,0.0863,0.0325,3.255,1.137
4917,4916683,Neutral,good,1338.6,3.3,0.0,2232.892,2378.397,889.458,3785.257,2980.757,0.1820,0.1939,0.0725,0.3086,0.2430,0.235,2.674
4918,4917683,Neutral,good,1338.5,3.1,0.0,926.043,2951.972,1791.659,2022.221,1433.330,0.1015,0.3235,0.1963,0.2216,0.1571,0.886,1.648
4919,4918683,Neutral,good,1338.6,2.7,0.0,1987.582,1214.359,1721.125,4592.637,744.889,0.1937,0.1184,0.1677,0.4476,0.0726,0.375,0.706
4920,4919683,Neutral,good,1337.7,2.9,0.0,5362.970,3344.351,490.782,7948.801,1511.534,0.2874,0.1792,0.0263,0.4260,0.0810,0.062,6.814
4921,4920683,Neutral,good,1338.1,3.0,0.0,1391.382,654.671,924.791,6852.929,1401.272,0.1240,0.0583,0.0824,0.6105,0.1248,0.135,0.708
4922,4921683,Neutral,good,1337.2,2.8,0.0,286.669,1349.535,877.260,3654.041,909.863,0.0405,0.1907,0.1240,0.5163,0.1286,0.240,1.538
